County,State,Population,Lat,Long_
Glynn,Georgia,85292,31.23279254,-81.53811412
Gogebic,Michigan,13975,46.40862701,-89.69377193
Golden Valley,Montana,821,46.3816474,-109.17685220000001
Golden Valley,North Dakota,1761,46.94022281,-103.8465421
Goliad,Texas,7658,28.65696592,-97.42760647
Gonzales,Texas,20837,29.45634206,-97.49424032
Goochland,Virginia,23753,37.71714806,-77.90381514
Goodhue,Minnesota,46340,44.40849741,-92.72341949999999
Gooding,Idaho,15179,42.96927962,-114.81083059999999
Gordon,Georgia,57963,34.50487351,-84.87296253
Goshen,Wyoming,13211,42.08798185,-104.3534743
Gosper,Nebraska,1990,40.51481965,-99.83020279
Gove,Kansas,2636,38.91588178,-100.4829321
Grady,Georgia,24633,30.87454847,-84.23418364
Grady,Oklahoma,55834,35.0167709,-97.88339847
Grafton,New Hampshire,89886,43.93779815,-71.82057197
Graham,Arizona,38837,32.93166885,-109.8882178
Graham,Kansas,2482,39.34987223,-99.88332493
Graham,North Carolina,8441,35.3506925,-83.83369267
Grainger,Tennessee,23320,36.27469206,-83.51254721
Grand,Colorado,15734,40.10603347,-106.11780420000001
Grand,Utah,9754,38.8755341,-109.5012315
Grand Forks,North Dakota,69451,47.92093639,-97.45450447
Grand Isle,Vermont,7235,44.797582399999996,-73.29679772
Grand Traverse,Michigan,93088,44.69565625,-85.55585247
Granite,Montana,3379,46.40605220000001,-113.4414186
Grant,Arkansas,18265,34.29017991,-92.42320562
Grant,Indiana,65769,40.51587228,-85.65468702
Grant,Kansas,7150,37.56227336,-101.3079758
Grant,Kentucky,25069,38.64962758,-84.62415957
Grant,Minnesota,5972,45.93424769,-96.01139609
Grant,Nebraska,623,41.91528587,-101.740701
Grant,New Mexico,26998,32.73911281,-108.3827845
Grant,North Dakota,2274,46.35821257,-101.63900129999999
Grant,Oklahoma,4333,36.796296999999996,-97.78638765
Grant,Oregon,7199,44.49024544,-119.0068631
Grant,South Dakota,7052,45.1723937,-96.77002276
Grant,Washington,97733,47.20753737,-119.4500749
Grant,West Virginia,11568,39.10314817,-79.19440518
Grant,Wisconsin,51439,42.8671731,-90.7063218
Grant,Louisiana,22389,31.59882456,-92.56124347
Granville,North Carolina,60443,36.30337451,-78.65184241
Gratiot,Michigan,40711,43.29265605,-84.60505416
Graves,Kentucky,37266,36.72292505,-88.65143315
Gray,Kansas,5988,37.73836671,-100.4369088
Gray,Texas,21886,35.40081878,-100.8129222
Grays Harbor,Washington,75061,47.14003705,-123.7820567
Grayson,Kentucky,26427,37.46231118,-86.34248968
Grayson,Texas,136212,33.62744998,-96.67753461
Grayson,Virginia,15550,36.65677234,-81.23215889
Greeley,Kansas,1232,38.4808095,-101.8061079
Greeley,Nebraska,2356,41.56742671,-98.52150266
Greenbrier,West Virginia,34662,37.9463652,-80.45335881
Green,Kentucky,10941,37.26484328,-85.5540745
Green,Wisconsin,36960,42.6794956,-89.60243287
Greene,Alabama,8111,32.85504247,-87.95684022
Greene,Arkansas,45325,36.11735460000001,-90.55832668
Greene,Georgia,18324,33.5769205,-83.17139104
Greene,Illinois,12969,39.35907414,-90.388865
Greene,Indiana,31922,39.03630547,-86.96223202
Greene,Iowa,8888,42.03614551,-94.39658081
Greene,Mississippi,13586,31.21444233,-88.63922281
Greene,Missouri,293086,37.2575872,-93.34230916
Greene,New York,47188,42.275797,-74.12384884
Greene,North Carolina,21069,35.48544173,-77.67578087
Greene,Ohio,168937,39.69116283,-83.89032084
Greene,Pennsylvania,36233,39.85746531,-80.22357106
Greene,Tennessee,69069,36.17470125,-82.84691273
Greene,Virginia,19819,38.29545894,-78.46525378
Green Lake,Wisconsin,18913,43.80025981,-89.04679553
Greenlee,Arizona,9498,33.21498827,-109.2405279
Greensville,Virginia,11336,36.67878901,-77.56351439
Greenup,Kentucky,35098,38.54332505,-82.9215658
Greenville,South Carolina,523542,34.89502264,-82.37295012
Greenwood,Kansas,5982,37.8774388,-96.23250453
Greenwood,South Carolina,70811,34.15272415,-82.12715789
Greer,Oklahoma,5712,34.93535801,-99.56056120000001
Gregg,Texas,123945,32.47940482,-94.81591935
Gregory,South Dakota,4185,43.19419064,-99.18883902
Grenada,Mississippi,20758,33.77036166,-89.80245083
Griggs,North Dakota,2231,47.45785838,-98.23850925
Grimes,Texas,28880,30.54579585,-95.98902499
Grundy,Illinois,51054,41.28569601,-88.41905692
Grundy,Iowa,12232,42.40183723,-92.78829551
Grundy,Missouri,9850,40.11406587,-93.56509276
Grundy,Tennessee,13427,35.38433717,-85.72142731
Guadalupe,New Mexico,4300,34.86319296,-104.790669
Guadalupe,Texas,166847,29.58165339,-97.94786822
Guernsey,Ohio,38875,40.05026529,-81.49248905
Guilford,North Carolina,537174,36.07959451,-79.78824948
Gulf,Florida,13639,29.93543004,-85.24270990000002
Gunnison,Colorado,17462,38.66611652,-107.0320729
Guthrie,Iowa,10689,41.68378965,-94.50111014
Gwinnett,Georgia,936250,33.96044201,-84.02137802
Haakon,South Dakota,1899,44.29299053,-101.539099
Habersham,Georgia,45328,34.63331566,-83.53094677
Haines,Alaska,2530,59.09893571,-135.4679843
Hale,Alabama,14651,32.76039258,-87.63284988
Hale,Texas,33406,34.07044901,-101.82681140000001
Halifax,North Carolina,50010,36.25669272,-77.6556109
Halifax,Virginia,33911,36.76654925,-78.93512622
Hall,Georgia,204441,34.32207823,-83.81896936
Hall,Nebraska,61353,40.87257079,-98.50218293
Hall,Texas,2964,34.5307555,-100.68138520000001
Hamblen,Tennessee,64934,36.21990035,-83.26586179
Hamilton,Florida,14428,30.49673973,-82.94998918
Hamilton,Illinois,8116,38.08163641,-88.53883373
Hamilton,Indiana,338011,40.07306535,-86.05244729
Hamilton,Iowa,14773,42.38382428,-93.70197703
Hamilton,Kansas,2539,37.99978709,-101.7921066
Hamilton,Nebraska,9324,40.87349452,-98.02099117
Hamilton,New York,4416,43.66146647,-74.49721957
Hamilton,Ohio,817473,39.19673558,-84.54502924
Hamilton,Tennessee,367804,35.17670231,-85.16652245
Hamilton,Texas,8461,31.70470573,-98.11083887
Hamlin,South Dakota,6164,44.67385954,-97.18829593
Hampden,Massachusetts,466372,42.13440424,-72.63235561
Hampshire,Massachusetts,160830,42.33997957,-72.65898478
Hampshire,West Virginia,23175,39.32103553,-78.60826476
Hampton,Virginia,134510,37.03513786,-76.35879121
Hampton,South Carolina,19222,32.77419582,-81.13845571
Hancock,Georgia,8457,33.2721566,-82.99766919
Hancock,Illinois,17708,40.40423981,-91.16313899
Hancock,Indiana,78168,39.82304555,-85.77566351
Hancock,Iowa,10630,43.08178477,-93.73454884
Hancock,Kentucky,8722,37.83766422,-86.78280584
Hancock,Maine,54987,44.59816444,-68.38401854
Hancock,Mississippi,47632,30.41830223,-89.48851033
Hancock,Ohio,75783,41.00250487,-83.66838948
Hancock,Tennessee,6620,36.52692871,-83.22375847
Hancock,West Virginia,28810,40.51943859,-80.57461608
Hand,South Dakota,3191,44.54708407,-99.00386459
Hanover,Virginia,107766,37.7583355,-77.49464673
Hansford,Texas,5399,36.27743284,-101.3545796
Hanson,South Dakota,3453,43.6746384,-97.78715148
Haralson,Georgia,29792,33.79602175,-85.21005667
Hardee,Florida,26937,27.49293939,-81.80956574
Hardeman,Tennessee,25050,35.20772017,-88.99161161
Hardeman,Texas,3933,34.28944521,-99.74632408
Hardin,Illinois,3821,37.51810645,-88.26873022
Hardin,Iowa,16846,42.38353877,-93.23654611
Hardin,Kentucky,110958,37.6976111,-85.96319251
Hardin,Ohio,31365,40.66015414,-83.65929931
Hardin,Tennessee,25652,35.19732531,-88.18593755
Hardin,Texas,57602,30.33364686,-94.38931817
Harding,New Mexico,625,35.85751555,-103.82209379999999
Harding,South Dakota,1298,45.58015551,-103.4958629
Hardy,West Virginia,13776,39.00683177,-78.85855301
Harford,Maryland,255441,39.55010644,-76.30775940000002
Harlan,Kentucky,26010,36.85699301,-83.21899516
Harlan,Nebraska,3380,40.17658508,-99.40438879
Harmon,Oklahoma,2653,34.7440135,-99.84741652
Harnett,North Carolina,135976,35.36731853,-78.87243571
Harney,Oregon,7393,43.06422669,-118.96663059999999
Harper,Kansas,5436,37.19175361,-98.07578384
Harper,Oklahoma,3688,36.78836519,-99.6679804
Harris,Georgia,35236,32.73709786,-84.90538572
Harris,Texas,4713325,29.85864939,-95.39339521
Harrisonburg,Virginia,53016,38.43542574,-78.87536254
Harrison,Indiana,40515,38.19467379,-86.10948271
Harrison,Iowa,14049,41.68330137,-95.81558439
Harrison,Kentucky,18886,38.44188174,-84.32869741
Harrison,Mississippi,208080,30.51359752,-89.12467576
Harrison,Missouri,8352,40.35570088,-93.99222144
Harrison,Ohio,15040,40.29380509,-81.09068544
Harrison,Texas,66553,32.54935988,-94.36934071
Harrison,West Virginia,67256,39.2853852,-80.37919577
Hart,Georgia,26205,34.34626973,-82.96567682
Hart,Kentucky,19035,37.29943898,-85.88461055
Hartford,Connecticut,891720,41.80283011,-72.73103891
Hartley,Texas,5576,35.84008013,-102.6029022
Harvey,Kansas,34429,38.04293782,-97.42747573
Haskell,Kansas,3968,37.562039399999996,-100.8710738
Haskell,Oklahoma,12627,35.22257600000001,-95.11513306
Haskell,Texas,5658,33.17823584,-99.73037358
Hawaii,Hawaii,201513,19.60121157,-155.5210167
Hawkins,Tennessee,56786,36.44355426,-82.94885298
Hayes,Nebraska,922,40.52451972,-101.0603568
Hays,Texas,230191,30.05669873,-98.02944344
Haywood,North Carolina,62317,35.55269063,-82.98196486
Haywood,Tennessee,17304,35.58332824,-89.28536625
Heard,Georgia,11923,33.29686567,-85.12886832
Hemphill,Texas,3819,35.83764858,-100.2703577
Hempstead,Arkansas,21532,33.73325583,-93.66935133
Henderson,Illinois,6646,40.81908672,-90.92491462
Henderson,Kentucky,45210,37.79344553,-87.57392021
Henderson,North Carolina,117417,35.33788927,-82.4766782
Henderson,Tennessee,28117,35.65581134,-88.38600175
Henderson,Texas,82737,32.21128872,-95.85846587
Hendricks,Indiana,170311,39.76719009,-86.51037283
Hendry,Florida,42022,26.55386945,-81.16469006
Hennepin,Minnesota,1265843,45.00761521,-93.47694895
Henrico,Virginia,330818,37.53460572,-77.39326555
Henry,Alabama,17205,31.51148016,-85.24267944
Henry,Georgia,234561,33.4533428,-84.14814659999998
Henry,Illinois,48913,41.3533994,-90.13296166
Henry,Indiana,47972,39.93029017,-85.39625719
Henry,Iowa,19954,40.98767962,-91.54436349
Henry,Kentucky,16126,38.44942688,-85.11587507
Henry,Missouri,21824,38.38482826,-93.79293734
Henry,Ohio,27006,41.333964200000004,-84.06830637
Henry,Tennessee,32345,36.33160906,-88.30121797
Henry,Virginia,50557,36.68542395,-79.87634026
Herkimer,New York,61319,43.42034246,-74.96145307
Hernando,Florida,193920,28.55364461,-82.42700204
Hertford,North Carolina,23677,36.3607755,-76.98104134
Hettinger,North Dakota,2499,46.43375068,-102.4632417
Hickman,Kentucky,4380,36.67948079999999,-88.97875928
Hickman,Tennessee,25178,35.80609681,-87.47643507
Hickory,Missouri,9544,37.94163617,-93.3203037
Hidalgo,New Mexico,4198,31.91383467,-108.7151824
Hidalgo,Texas,868707,26.39418217,-98.18299696
Highland,Ohio,43161,39.1839264,-83.60331456
Highland,Virginia,2190,38.35799465,-79.56124594
Highlands,Florida,106221,27.34254618,-81.34071957
Hill,Montana,16484,48.62879827,-110.1129252
Hill,Texas,36649,31.99045053,-97.13423143
Hillsborough,Florida,1471968,27.9276559,-82.32013172
Hillsborough,New Hampshire,417025,42.91537785,-71.7200253
Hillsdale,Michigan,45605,41.88753639,-84.59312019
Hinds,Mississippi,231840,32.2656285,-90.44435448
Hinsdale,Colorado,820,37.82247444,-107.3004345
Hitchcock,Nebraska,2762,40.17609175,-101.04164770000001
Hocking,Ohio,28264,39.49537927,-82.47991446
Hockley,Texas,23021,33.60771256,-102.3431676
Hodgeman,Kansas,1794,38.08780079,-99.89829881
Hoke,North Carolina,55234,35.01888303,-79.23651674
Holmes,Florida,19617,30.86747479,-85.81319222
Holmes,Mississippi,17010,33.12345854,-90.08923538
Holmes,Ohio,43960,40.56163713,-81.92635677
Holt,Missouri,4403,40.09799248,-95.21638879999999
Holt,Nebraska,10067,42.45522056,-98.78402558
Honolulu,Hawaii,974563,21.45803166,-157.97121819999995
Hood,Texas,61643,32.42990927,-97.83242024
Hood River,Oregon,23382,45.51872811,-121.65520359999998
Hooker,Nebraska,682,41.91586243,-101.1354293
Hoonah-Angoon,Alaska,2148,57.948069,-134.94153
Hopewell,Virginia,22529,37.29186313,-77.29754684
Hopkins,Kentucky,44686,37.30939025,-87.54670406
Hopkins,Texas,37084,33.14875072,-95.56351139
Horry,South Carolina,354081,33.9212828,-78.99555293
Hot Spring,Arkansas,33771,34.31709259,-92.95396325
Hot Springs,Wyoming,4413,43.71930657,-108.44231740000001
Houghton,Michigan,35684,46.89988536,-88.68495385
Houston,Alabama,105882,31.15197924,-85.29939599
Houston,Georgia,157863,32.45802497,-83.66879087
Houston,Minnesota,18600,43.67129565,-91.49143057
Houston,Tennessee,8201,36.28872054,-87.71878828
Houston,Texas,22968,31.31925973,-95.42226208
Howard,Arkansas,13202,34.09007427,-93.9934871
Howard,Indiana,82544,40.48527731,-86.11351892
Howard,Iowa,9158,43.35671042,-92.31702714
Howard,Maryland,325690,39.25305293,-76.93126208
Howard,Missouri,10001,39.1435761,-92.69756691
Howard,Nebraska,6445,41.2200529,-98.5166499
Howard,Texas,36664,32.30621324,-101.4356444
Howell,Missouri,40117,36.77383887,-91.88683935
Hubbard,Minnesota,21491,47.10778564,-94.91693868
Hudson,New Jersey,672391,40.73766234,-74.07515667
Hudspeth,Texas,4886,31.45628381,-105.388178
Huerfano,Colorado,6897,37.68473101,-104.9612585
Hughes,Oklahoma,13279,35.04912569,-96.24921145
Hughes,South Dakota,17526,44.39091534,-99.99661148
Humboldt,California,135558,40.69923009,-123.876044
Humboldt,Iowa,9558,42.7764426,-94.20722537
Humboldt,Nevada,16831,41.40692186,-118.11094270000001
Humphreys,Mississippi,8064,33.12825718,-90.52252707
Humphreys,Tennessee,18582,36.03958805,-87.77992872
Hunt,Texas,98594,33.12351514,-96.08551032
Hunterdon,New Jersey,124371,40.56335249,-74.91284156
Huntingdon,Pennsylvania,45144,40.42162652,-77.97673273
Huntington,Indiana,36520,40.82907273,-85.48822092
Huron,Michigan,30981,43.83353985,-83.04078453
Huron,Ohio,58266,41.14651175,-82.59867951
Hutchinson,South Dakota,7291,43.33449012,-97.75536441
Hutchinson,Texas,20938,35.84006574,-101.3546643
Hyde,North Carolina,4937,35.42017674,-76.15180542
Hyde,South Dakota,1301,44.54747703,-99.48572582
Iberia,Louisiana,69830,29.86803617,-91.75871777
Iberville,Louisiana,32511,30.25734305,-91.3499598
Ida,Iowa,6860,42.38696136,-95.51355387
Idaho,Idaho,16667,45.84721541,-115.4634436
Imperial,California,181215,33.0393082,-115.36690420000001
Independence,Arkansas,37825,35.74242707,-91.57001641
Indiana,Pennsylvania,84073,40.65241041,-79.08963285
Indian River,Florida,159923,27.69308961,-80.60556721
Ingham,Michigan,292406,42.59716886,-84.37472069
Inyo,California,18039,36.51112084,-117.41119779999998
Ionia,Michigan,64697,42.94502238,-85.07413319
Iosco,Michigan,25127,44.35486835,-83.63484895
Iowa,Iowa,16184,41.68630265,-92.0643373
Iowa,Wisconsin,23678,43.00050278,-90.13469017
Iredell,North Carolina,181806,35.80950511,-80.8743128
Irion,Texas,1536,31.30375559,-100.982439
Iron,Michigan,11066,46.20974132,-88.53136251
Iron,Missouri,10125,37.55487945,-90.7735296
Iron,Utah,54839,37.7505315,-113.1263399
Iron,Wisconsin,5687,46.26302338,-90.24295041
Iroquois,Illinois,27114,40.74717633,-87.82466784
Irwin,Georgia,9416,31.60213036,-83.27501387
Isabella,Michigan,69872,43.64060976,-84.84664923
Isanti,Minnesota,40596,45.56181234,-93.29487636
Island,Washington,85141,48.14713305,-122.5216407
Isle of Wight,Virginia,37109,36.90579348,-76.70842863
Issaquena,Mississippi,1327,32.72531359,-90.97392828
Itasca,Minnesota,45130,47.51009045,-93.63092229
Itawamba,Mississippi,23390,34.27993475,-88.3606733
Izard,Arkansas,13629,36.09604046,-91.90847954
Jack,Texas,8935,33.23377248,-98.17283469
Jackson,Alabama,51626,34.78144169,-85.99750489
Jackson,Arkansas,16719,35.59802983,-91.21494602
Jackson,Colorado,1392,40.66593870000001,-106.3408905
Jackson,Florida,46414,30.795459700000002,-85.21500423
Jackson,Georgia,72977,34.13794553,-83.56814788
Jackson,Illinois,56750,37.78595185,-89.38232563
Jackson,Indiana,44231,38.90915820000001,-86.03851889
Jackson,Iowa,19439,42.17178824,-90.57354837
Jackson,Kansas,13171,39.41673394,-95.79356799
Jackson,Kentucky,13329,37.41866422,-83.99825483
Jackson,Michigan,158510,42.24807035,-84.42258681
Jackson,Minnesota,9846,43.67423373,-95.15398258
Jackson,Mississippi,143617,30.54020656,-88.64184064
Jackson,Missouri,703011,39.01002188,-94.34724536
Jackson,North Carolina,43938,35.28814273,-83.14093385
Jackson,Ohio,32413,39.01914254,-82.61818559999998
Jackson,Oklahoma,24530,34.58781741,-99.41138784
Jackson,Oregon,220944,42.43201126,-122.72893090000001
Jackson,South Dakota,3344,43.69318385,-101.6255063
Jackson,Tennessee,11786,36.36380466,-85.67239905
Jackson,Texas,14760,28.95472367,-96.57749563
Jackson,West Virginia,28576,38.84263974,-81.68148753
Jackson,Wisconsin,20643,44.31864893,-90.80566792
Jackson,Louisiana,15744,32.30251776,-92.55692092
James City,Virginia,76523,37.31156958,-76.76950618
Jasper,Georgia,14219,33.31535543,-83.68844964
Jasper,Illinois,9610,39.01054275,-88.15437049
Jasper,Indiana,33562,41.02078733,-87.11553319
Jasper,Iowa,37185,41.68576082,-93.05567785
Jasper,Mississippi,16383,32.01922104,-89.11786866
Jasper,Missouri,121328,37.20351921,-94.34050458
Jasper,South Carolina,30073,32.43171982,-81.02487495
Jasper,Texas,35529,30.74685667,-94.02667579
Jay,Indiana,20436,40.43781032,-85.00576229
Jeff Davis,Georgia,15115,31.80405727,-82.63724870000001
Jeff Davis,Texas,2274,30.71490589,-104.1399973
Jefferson,Alabama,658573,33.55554728,-86.89506300000002
Jefferson,Arkansas,66824,34.26767081,-91.92619839
Jefferson,Colorado,582881,39.58635604,-105.2517692
Jefferson,Florida,14246,30.43669112,-83.89442308
Jefferson,Georgia,15362,33.05867328,-82.41609057
Jefferson,Idaho,29871,43.82078483,-112.3131749
Jefferson,Illinois,37684,38.29980057,-88.9240025
Jefferson,Indiana,32308,38.78576239,-85.43633383
Jefferson,Iowa,18295,41.03192394,-91.94849466
Jefferson,Kansas,19043,39.2347941,-95.38289232
Jefferson,Kentucky,766757,38.18664655,-85.65931031
Jefferson,Mississippi,6990,31.73397872,-91.03764977
Jefferson,Missouri,225081,38.25926778,-90.53870896
Jefferson,Montana,12221,46.14907081,-112.094396
Jefferson,Nebraska,7046,40.17584531,-97.142601
Jefferson,New York,109834,44.04200959,-75.94653457
Jefferson,Ohio,65325,40.38614126,-80.76259514
Jefferson,Oklahoma,6002,34.11130184,-97.83182974
Jefferson,Oregon,24658,44.62806839,-121.17832
Jefferson,Pennsylvania,43425,41.12913106,-78.9986361
Jefferson,Tennessee,54495,36.04818632,-83.45148924
Jefferson,Texas,251565,29.8832777,-94.16434171
Jefferson,Washington,32221,47.75003077,-123.56097040000002
Jefferson,West Virginia,57146,39.30776166,-77.86014147
Jefferson,Wisconsin,84769,43.02054068,-88.77529134
Jefferson Davis,Mississippi,11128,31.56884708,-89.82670990000004
Jefferson Davis,Louisiana,31368,30.26896765,-92.81210004
Jefferson,Louisiana,432493,29.74075478,-90.11115756
Jenkins,Georgia,8676,32.79248718,-81.96040187
Jennings,Indiana,27735,38.99588883,-85.62710784
Jerauld,South Dakota,2013,44.06637798,-98.62965972
Jerome,Idaho,24412,42.68891267,-114.2655033
Jersey,Illinois,21773,39.08869046,-90.35393073
Jessamine,Kentucky,54115,37.87119786,-84.58252003
Jewell,Kansas,2879,39.78470589,-98.21820662
Jim Hogg,Texas,5200,27.04453923,-98.69681870000001
Jim Wells,Texas,40482,27.73103938,-98.0904705
Jo Daviess,Illinois,21235,42.36542373,-90.21094405
Johnson,Arkansas,26578,35.56759135,-93.46036368
Johnson,Georgia,9643,32.70211082,-82.66166794
Johnson,Illinois,12417,37.45939802,-88.88165419
Johnson,Indiana,158167,39.48994426,-86.10149107
Johnson,Iowa,151140,41.67169354,-91.58754744
Johnson,Kansas,602401,38.88548175,-94.82250877
Johnson,Kentucky,22188,37.85106355,-82.8264322
Johnson,Missouri,54062,38.74719601,-93.80691168
Johnson,Nebraska,5071,40.39257596,-96.26522753
Johnson,Tennessee,17788,36.45523950000001,-81.84886538
Johnson,Texas,175817,32.37877812,-97.36615819
Johnson,Wyoming,8445,44.04057166,-106.58451740000001
Johnston,North Carolina,209339,35.51745004,-78.36622717
Johnston,Oklahoma,11085,34.31440473,-96.66011537
Jones,Georgia,28735,33.02512137,-83.56019163
Jones,Iowa,20681,42.12118609,-91.13139641
Jones,Mississippi,68098,31.62257767,-89.16896899999998
Jones,North Carolina,9419,35.02254606,-77.35870791
Jones,South Dakota,903,43.96278565,-100.6940008
Jones,Texas,20083,32.73997145,-99.87861576
Josephine,Oregon,87487,42.3665549,-123.5561938
Juab,Utah,12017,37.7494444,-112.7505556
Judith Basin,Montana,2007,47.04581276,-110.26606880000001
Juneau,Alaska,31974,58.45031811,-134.200436
Juneau,Wisconsin,26687,43.92456975,-90.11120239
Juniata,Pennsylvania,24763,40.53358749,-77.39975129999998
Kalamazoo,Michigan,265066,42.24542231,-85.53038622
Kalawao,Hawaii,86,21.1880556,-156.9666667
Kalkaska,Michigan,18038,44.68512729,-85.09085699
Kanabec,Minnesota,16337,45.9459309,-93.29275192
Kanawha,West Virginia,178124,38.33860077,-81.52857054
Kandiyohi,Minnesota,43199,45.1526059,-95.00586446
Kane,Illinois,532403,41.93842729,-88.42861412
Kane,Utah,7886,37.3744292,-111.8762902
Kankakee,Illinois,109862,41.13746989,-87.86205334
Karnes,Texas,15601,28.90705334,-97.85960149
Kauai,Hawaii,72293,22.03935037,-159.5966786
Kaufman,Texas,136154,32.599141700000004,-96.28734728
Kay,Oklahoma,43538,36.81799745,-97.14421435
Kearney,Nebraska,6495,40.50663314,-98.94877182
Kearny,Kansas,3838,38.00017981,-101.32168100000001
Keith,Nebraska,8034,41.19930341,-101.66201640000001
Kemper,Mississippi,9742,32.75462946,-88.64105766
Kenai Peninsula,Alaska,58708,60.24429722,-151.53888840000005
Kendall,Illinois,128990,41.59081014,-88.42869583
Kendall,Texas,47431,29.94414155,-98.7113588
Kenedy,Texas,404,26.92601662,-97.66413984
Kennebec,Maine,122302,44.40759555,-69.76738544
Kenosha,Wisconsin,169561,42.57639354,-88.04051686
Kent,Delaware,180786,39.08646628,-75.56884914
Kent,Maryland,19422,39.24976208,-76.04741541
Kent,Michigan,656955,43.03197711,-85.54934642
Kent,Rhode Island,164292,41.67106337,-71.57641596
Kent,Texas,762,33.18104136,-100.7780939
Kenton,Kentucky,166998,38.93950319,-84.53241199
Keokuk,Iowa,10246,41.33649833,-92.1785067
Kern,California,900202,35.34329425,-118.72777959999999
Kerr,Texas,52600,30.06040006,-99.34930144
Kershaw,South Carolina,66551,34.33988254,-80.58763164
Ketchikan Gateway,Alaska,13901,55.57445008,-130.975561
Kewaunee,Wisconsin,20434,44.51727459,-87.61468386
Keweenaw,Michigan,2116,47.63197653,-88.41434263
Keya Paha,Nebraska,806,42.87990694,-99.71343729
Kidder,North Dakota,2480,46.97830064,-99.77507857
Kimball,Nebraska,3632,41.19774275,-103.7148131
Kimble,Texas,4337,30.48678918,-99.74856473
King and Queen,Virginia,7025,37.71044922,-76.88689628
King,Texas,272,33.61643847,-100.2558057
King,Washington,2252782,47.49137892,-121.8346131
Kingfisher,Oklahoma,15765,35.94530008,-97.94193268
King George,Virginia,26836,38.26818502,-77.15852768
Kingman,Kansas,7152,37.55909527,-98.13638678
Kingsbury,South Dakota,4939,44.36956169,-97.4913945
Kings,California,152940,36.07409056,-119.8159973
Kings,New York,2559903,40.6501038,-73.9495823
King William,Virginia,17148,37.70965316,-77.09384941
Kinney,Texas,3667,29.34967888,-100.41866379999999
Kiowa,Colorado,1406,39.343077,-104.45535
Kiowa,Kansas,2475,37.55848695,-99.2856537
Kiowa,Oklahoma,8708,34.91671958,-98.97720696
Kit Carson,Colorado,7097,39.30497777,-102.60221990000001
Kitsap,Washington,271473,47.63479026,-122.6436061
Kittitas,Washington,47935,47.12521214,-120.67943899999999
Kittson,Minnesota,4298,48.77754106,-96.78317184
Klamath,Oregon,68238,42.68762984,-121.64964609999998
Kleberg,Texas,30680,27.42435506,-97.69894948
Klickitat,Washington,22425,45.87325839,-120.7913598
Knott,Kentucky,14806,37.35388197,-82.94981134
Knox,Illinois,49699,40.93148779,-90.21330340000002
Knox,Indiana,36594,38.68861576,-87.4194665
Knox,Kentucky,31145,36.89225732,-83.85403396
Knox,Maine,39772,44.11486325,-69.10529169
Knox,Missouri,3959,40.12699751,-92.14780832
Knox,Nebraska,8332,42.63758421,-97.89178836
Knox,Ohio,62322,40.39830217,-82.42027563
Knox,Tennessee,470313,35.99508821,-83.94635435
Knox,Texas,3664,33.60519951,-99.74229059999999
Kodiak Island,Alaska,12998,57.65529415,-153.7493579
Koochiching,Minnesota,12229,48.24539665,-93.78352843
Kootenai,Idaho,165697,47.67282258,-116.7020872
Kosciusko,Indiana,79456,41.24521668,-85.86312322
Kossuth,Iowa,14813,43.20405458,-94.20691791
Kusilvak,Alaska,8314,62.15429159999999,-163.39678830000003
Labette,Kansas,19618,37.19113093,-95.29849679
Lackawanna,Pennsylvania,209674,41.43564672,-75.60379201
Laclede,Missouri,35723,37.65896829,-92.5888493
Lac qui Parle,Minnesota,6623,44.9973857,-96.17488219
La Crosse,Wisconsin,118016,43.90632465,-91.11451093
Lafayette,Arkansas,6624,33.24116713,-93.60677071
Lafayette,Florida,8422,29.98484137,-83.18166636
Lafayette,Mississippi,54019,34.35687874,-89.48490961
Lafayette,Missouri,32708,39.06986886,-93.78076396
Lafayette,Wisconsin,16665,42.66005229,-90.1317729
Lafayette,Louisiana,244390,30.2049055,-92.06959876
Lafourche,Louisiana,97614,29.52470226,-90.40976986
LaGrange,Indiana,39614,41.64232188,-85.42674232
Lake and Peninsula,Alaska,1592,57.0005556,-158.0005556
Lake,California,64386,39.10124298,-122.75362439999999
Lake,Colorado,8127,39.20278823,-106.35556969999999
Lake,Florida,367118,28.76202069,-81.7125123
Lake,Illinois,696535,42.3224907,-88.00367925
Lake,Indiana,485493,41.41874274,-87.38277575
Lake,Michigan,11853,43.99050893,-85.802173
Lake,Minnesota,10641,47.64270764,-91.44557998
Lake,Montana,30458,47.64514965,-114.0898013
Lake,Ohio,230149,41.69710807,-81.23676539
Lake,Oregon,7869,42.79246693,-120.38501629999999
Lake,South Dakota,12797,44.02193107,-97.12926365
Lake,Tennessee,7016,36.34180170000001,-89.48921915
Lake of the Woods,Minnesota,3740,48.77217001,-94.90274472
Lamar,Alabama,13805,33.77995024,-88.09668032
Lamar,Georgia,19077,33.07841647,-84.14263877
Lamar,Mississippi,63343,31.20572971,-89.5077704
Lamar,Texas,49859,33.66981763,-95.57404777
Lamb,Texas,12893,34.06859623,-102.35162890000001
Lamoille,Vermont,25362,44.60353043,-72.64356694
LaMoure,North Dakota,4046,46.45681054,-98.53542355
Lampasas,Texas,21428,31.19531316,-98.24206613
Lancaster,Nebraska,319090,40.78416049,-96.68777155
Lancaster,Pennsylvania,545724,40.03904563,-76.24770128
Lancaster,South Carolina,98012,34.68270843,-80.70513032
Lancaster,Virginia,10603,37.71889653,-76.46400482
